Date Of Stop,Time Of Stop,SubAgency,Description,Location,Accident,Belts,Personal Injury,Property Damage,Commercial License,Commercial Vehicle,Alcohol,State,Year,Make,Model,Color,Violation Type,Charge,Contributed To Accident,Race,Gender,Driver State,DL State,Arrest Type
09/12/2013,09:44:00,"2nd district, Bethesda",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,N/B ROCKVILLE PIKE @ MARINELLI RD,No,No,No,No,No,No,No,VA,1994.0,DODGE,PICK UP,BLACK,Citation,13-401(b),No,ASIAN,M,MD,MD,A - Marked Patrol
08/06/2013,18:04:00,"4th district, Wheaton",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,108/OLD BALTIMORE RD,No,No,No,No,No,No,No,MD,2002.0,HOND,ACCORD 4S,SILVER,Citation,21-1124.2(d2),No,BLACK,M,MD,MD,A - Marked Patrol
07/13/2013,10:40:00,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 92 MPH IN A POSTED 55 MPH ZONE,29 SOUTH/ BLACKBURN,No,No,No,No,No,No,No,MD,2007.0,PONT,4S,BLACK,Citation,21-801.1,No,HISPANIC,F,MD,MD,Q - Marked Laser
09/07/2014,09:10:00,"6th district, Gaithersburg / Montgomery Village",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,355/PROFFESSIONAL,No,No,No,No,No,No,No,MD,2013.0,AUDI,4S,BLACK,Citation,16-101(a),No,BLACK,M,SC,SC,A - Marked Patrol
09/27/2012,14:22:00,"1st district, Rockville",FAIL TO DISPLAY REG. CARD ON DEMAND,SELFRIDGE RD AT GRIDLEY RD,No,No,No,No,No,No,No,MD,2001.0,TOYOTA,SIENNA,"GREEN, DK",Citation,13-409(b),No,WHITE,M,MD,MD,A - Marked Patrol
10/10/2013,18:34:00,"3rd district, Silver Spring",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,SB COLUMBIA PIKE AT GREENCASTLE ROAD,No,No,No,No,No,No,No,MD,2009.0,TOYOT,PRIUS,BLACK,Citation,21-801(b),Yes,WHITE,M,MD,MD,A - Marked Patrol
02/28/2013,16:26:00,"2nd district, Bethesda",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,DEMOCRACY BLVD @ I270,No,No,No,No,No,No,No,MD,2004.0,HONDA,PILOT,GRAY,Citation,21-202(h1),No,HISPANIC,F,MD,MD,A - Marked Patrol
03/26/2013,21:49:00,"5th district, Germantown",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,MIDDLEBROOK RD./  GERMANTOWN RD.,No,No,No,No,No,No,No,MD,2004.0,CADI,CEVILLE,TAN,Citation,13-401(h),No,HISPANIC,M,MD,MD,A - Marked Patrol
01/23/2015,02:12:00,"3rd district, Silver Spring",DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT,NB 270 / SHADY GORVE RD,No,No,No,No,No,No,No,DC,2013.0,CHRYSLER,200,WHITE,Citation,21-310(a),No,BLACK,M,DC,DC,A - Marked Patrol
03/08/2013,11:47:00,"5th district, Germantown","DRIVING, ATTEMPTING TO DRIVE) MOTOR VEHICLE WITH ALCOHOL IN BLOOD IN VIOLATION OF RESTRICTION",SB I270 @ FATHER HURLEY BLVD,No,No,No,No,No,No,No,MD,2006.0,FORD,MUSTANG,BLACK,Citation,16-113(j),No,WHITE,M,MD,MD,A - Marked Patrol
05/22/2013,00:54:00,"4th district, Wheaton",DRIVING WHILE IMPAIRED BY ALCOHOL,PIPING ROCK DRIVE/SOUTHVIEW AVE,No,No,No,No,No,No,No,MD,2010.0,TOYOTA,TACOMA,GRAY,Citation,21-902(b1),No,HISPANIC,M,MD,MD,A - Marked Patrol
07/24/2013,10:35:00,"1st district, Rockville",KNOWINGLY DRIVING UNINSURED VEHICLE,MD355/TWINBROOK PWY,No,No,No,No,No,No,No,XX,1999.0,LEXUS,ES300,WHITE,Citation,17-107,No,HISPANIC,M,MD,MD,A - Marked Patrol
11/21/2015,10:53:00,"3rd district, Silver Spring",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,SLIGO CREEK PKWY/ WAYNE AVE,No,No,No,No,No,No,No,MD,2002.0,TOYT,COROLLA,RED,Citation,21-1124.2(d2),No,HISPANIC,F,MD,MD,A - Marked Patrol
06/01/2014,09:23:00,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,CONNECTICUT AVE/JONES BRIDGE RD,No,No,No,No,No,No,No,MD,2004.0,PONTIAC,GRAND PRIX,BLACK,Citation,21-201(a1),No,HISPANIC,M,MD,MD,A - Marked Patrol
07/31/2013,13:42:00,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED: 64 MPH IN A POSTED 55 MPH ZONE,SB I270 @ MUDDY BRANCH RD,No,No,No,No,No,No,No,MD,2008.0,NISSAN,SENTRA,BLACK,Citation,21-801.1,No,WHITE,F,MD,MD,A - Marked Patrol
05/15/2013,08:09:00,"2nd district, Bethesda",OPERATOR NOT RESTRAINED BY SEATBELT,PLYERS MILL RD & METROPOLITAN AVE,No,No,No,No,No,No,No,MD,2011.0,CHEVY,EQUINOX,BLACK,Citation,22-412.3(b),No,WHITE,M,MD,MD,A - Marked Patrol
02/02/2014,10:44:00,"2nd district, Bethesda",FAILURE TO STOP AT STOP SIGN,SECURITY LA/WOODGLEN DR,No,No,No,No,No,No,No,MD,2013.0,MERZ,GLK350,BLACK,Citation,21-707(a),No,ASIAN,F,MD,MD,A - Marked Patrol
06/27/2014,19:50:00,"1st district, Rockville",DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,VEIRS MILL RD @ EDMONSTON DR,No,No,No,No,No,No,No,MD,2011.0,TOYOTA,CAMRY,SILVER,Citation,16-101(a),No,BLACK,M,MD,MD,A - Marked Patrol
06/09/2015,00:13:00,"4th district, Wheaton",ATTEMPT BY DRIVER TO ELUDE UNIFORMED POLICE BY FLEEING ON FOOT,VEIRS MILL RD/EAST AVE,No,No,No,No,No,No,No,MD,2002.0,CHEVROLET,BLAZER,BLACK,Citation,21-904(b2),No,BLACK,M,DC,DC,A - Marked Patrol
02/15/2014,23:10:00,"3rd district, Silver Spring",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,GEORGIA AVE AT WAYNE AVE,No,No,No,Yes,No,No,No,MD,1993.0,NISSAN,SENTRA,TAN,Citation,16-101(a),No,HISPANIC,M,MD,XX,A - Marked Patrol
10/01/2013,17:40:00,"5th district, Germantown",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE,MIDDLEBROOK RD/270 RAMP,No,No,No,No,No,No,No,MD,2013.0,HONDA,4DR,SILVER,Citation,21-801.1,No,WHITE,M,MD,MD,A - Marked Patrol
02/26/2015,20:25:00,"5th district, Germantown",EXCEEDING MAXIMUM SPEED: 74 MPH IN A POSTED 55 MPH ZONE,SB I270/CLARKSBURG RD,No,No,No,No,No,No,No,PA,2006.0,DODGE,TRUCK,"BLUE, LIGHT",Citation,21-801.1,No,WHITE,M,PA,PA,A - Marked Patrol
04/23/2014,01:31:00,"5th district, Germantown",DRIVING WHILE IMPAIRED BY ALCOHOL,WATERS LANDING @ SHADYSIDE WAY,No,No,No,No,No,No,No,MD,2004.0,NISSAN,350 Z 2 DOOR,SILVER,Citation,21-902(b1),No,WHITE,M,VA,VA,A - Marked Patrol
05/21/2015,22:45:00,"3rd district, Silver Spring","LEAVING UNATTENDED VEH. W/O STOPPING ENGINE, LOCKING IGNITION, REMOVING KEY & SETTING BRAKE",753 SILVER SPRING AVE,No,No,No,No,No,No,No,NY,2003.0,LNDR,SUV,GREEN,Citation,21-1101(a),No,ASIAN,M,NY,NY,A - Marked Patrol
11/10/2014,13:15:00,"3rd district, Silver Spring",POSSESSING SUSPENDED LIC.,NEW HAMPSHIRE AVE / ROSEMERE AVE,No,No,No,No,No,No,No,MD,2006.0,NISS,4S,BLACK,Citation,16-301(j),No,HISPANIC,F,MD,MD,Q - Marked Laser
02/20/2013,23:32:00,"3rd district, Silver Spring","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",BRIGGS CHANEY RD / CASTLE BLVD,No,No,No,No,No,No,No,MD,2006.0,CHEVY,IMPALA  LT,SILVER,Citation,16-303(h),No,BLACK,M,MD,MD,A - Marked Patrol
02/18/2013,04:29:00,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,NEW HAMPSHIRE @ LOCKWOOD DRIVE,No,No,No,No,No,No,No,MD,2004.0,INFI,4S,SILVER,Citation,16-112(c),No,BLACK,M,DC,MD,A - Marked Patrol
12/09/2014,16:07:00,"5th district, Germantown",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,CENTURY BLVD AND MIDDLEBROOK DR,No,No,No,No,No,No,No,TN,2014.0,JEEP,COMPASS,WHITE,Citation,16-101(a),No,BLACK,M,MD,MD,A - Marked Patrol
03/02/2014,00:36:00,"4th district, Wheaton",FAILURE TO PROPERLY EQUIP & LOCATE HEADLAMPS ON MOTOR VEH.,11250 VEIRS MILL ROAD,No,No,No,No,No,No,No,MD,1997.0,SUBRARU,IMPREZA,BLUE,Citation,22-203(b),No,HISPANIC,M,MD,XX,A - Marked Patrol
01/16/2015,10:04:00,"5th district, Germantown",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE,118 AT DAWSON FARM,No,No,No,No,No,No,No,DC,2013.0,DODGE,DURANGO,SILVER,Citation,16-303(f),No,BLACK,M,MD,DC,Q - Marked Laser
07/26/2014,01:51:00,Headquarters and Special Operations,"NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",S/B 270 @ RT 28,No,No,No,No,No,No,No,MD,2003.0,SATURN,SUV,RED,Citation,21-901.1(b),No,HISPANIC,M,MD,MD,A - Marked Patrol
01/28/2014,22:55:00,"5th district, Germantown","LEAVING UNATTENDED VEH. W/O STOPPING ENGINE, LOCKING IGNITION, REMOVING KEY & SETTING BRAKE",RIDGE ROAD @ MAIN STREET,No,No,No,No,Yes,No,No,MD,1997.0,DODGE,TRUCK 4X4,RED,Citation,21-1101(a),No,WHITE,M,MD,MD,A - Marked Patrol
09/25/2013,15:14:00,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,GEORGIA @ HIGHLAND,No,No,No,No,No,No,No,MD,1996.0,TOYOTA,CAMRY,GREEN,Citation,13-401(h),No,BLACK,M,MD,MD,A - Marked Patrol
04/03/2015,13:10:00,"3rd district, Silver Spring",FAILURE OF VEH. DRIVER TO STOP AFTER UNATTENDED VEH.  DAMAGE ACCIDENT,650 UNIVERSITY BLVD E IN  PL 7-11,No,No,No,No,No,No,No,MD,2003.0,LINC,TK,BLACK,Citation,20-105(a),No,BLACK,M,MD,MD,A - Marked Patrol
02/02/2014,16:41:00,"2nd district, Bethesda",FAILURE TO CONTROL VEH. SPEED ON HWY. TO AVOID COLLISION,WILSON LA/CORDELL AVE,No,Yes,No,Yes,No,No,No,MD,2005.0,HONDA,PILOT,BLACK,Citation,21-801(b),No,WHITE,M,VA,VA,A - Marked Patrol
11/14/2014,09:29:00,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,LOCKWOOD DR/ NEW HAMPSHIRE AVE,No,No,No,No,No,No,No,DE,2010.0,BUICK,LUCERNE,SILVER,Citation,13-411(f),No,BLACK,F,MD,MD,A - Marked Patrol
09/11/2014,15:17:00,"2nd district, Bethesda",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,S/B 270 PRIOR TO FALLS RD,No,No,No,No,No,No,No,MD,2004.0,CHEVY,ASTRO,GRAY,Citation,13-411(f),No,NATIVE AMERICAN,M,MD,MD,A - Marked Patrol
12/19/2013,16:45:00,Headquarters and Special Operations,DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,NEW HAMPSHIRE AVE @ ELTON RD,No,No,No,No,No,No,No,MD,2007.0,TOYOTA,HIGHLANDER,WHITE,Citation,13-411(d),No,WHITE,M,MD,MD,B - Unmarked Patrol
04/18/2013,07:41:00,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,COLESVILLE RD/SOUTHWOOD AVE,No,No,No,No,No,No,No,MD,2003.0,SATR,VUE SUV,BLUE,Citation,21-201(a1),No,HISPANIC,F,MD,MD,A - Marked Patrol
04/16/2013,13:48:00,"4th district, Wheaton",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,GEORGIA AVE @ BEL PRE RD,No,No,No,No,No,No,No,MD,1996.0,DODGE,2D,WHITE,Citation,16-101(a),No,BLACK,M,MD,MD,A - Marked Patrol
09/30/2014,16:51:00,"5th district, Germantown",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,FREDERICK RD @ RIDGE RD,No,No,No,No,No,No,No,MD,1996.0,CHEV,TK,GREEN,Citation,13-401(h),No,WHITE,M,MD,MD,A - Marked Patrol
01/19/2015,17:09:00,"2nd district, Bethesda",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,10001 0AKLYN DR,No,No,No,No,No,No,No,VA,2015.0,LANDROVER,HSE,WHITE,Citation,13-411(f),No,WHITE,F,MD,MD,A - Marked Patrol
09/07/2014,00:33:00,"5th district, Germantown",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,VEIRS MILL ROAD AND ARBUTUS AVE,No,No,No,No,No,No,No,MD,2000.0,DODGE,INTREPID,GOLD,Citation,16-303(c),No,BLACK,M,MD,MD,A - Marked Patrol
08/04/2014,10:46:00,"3rd district, Silver Spring",FAILURE TO STOP AT STOP SIGN,ASTON MANOR DR/GATESHEAD MANOR WAY,No,No,No,No,No,No,No,MD,2014.0,TOY,COROLLA,BLUE,Citation,21-707(a),No,BLACK,M,MD,MD,A - Marked Patrol
09/01/2013,08:51:00,"5th district, Germantown",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE,GERMANTOWN ROAD @ DAWSON FARM RD,No,No,No,No,No,No,No,MD,2010.0,INFINITI,FX35,BEIGE,Citation,21-801.1,No,WHITE,M,MD,MD,A - Marked Patrol
03/18/2014,22:42:00,Headquarters and Special Operations,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,SNOUFFER SCHOOL RD AT LEWISBERRY DR,No,No,No,No,No,No,No,MD,2007.0,DODGE,MAGNUM,GRAY,Citation,16-303(c),No,BLACK,M,MD,MD,B - Unmarked Patrol
08/23/2015,14:41:00,"6th district, Gaithersburg / Montgomery Village",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,WASHINGTONIAN BLVD @GRAND CORNER AVE,No,No,Yes,No,No,No,No,MD,2006.0,CHRYSLER,PACIFICA,"BLUE, LIGHT",Citation,16-303(d),No,BLACK,M,MD,MD,A - Marked Patrol
06/12/2014,20:26:00,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,LAYHILL @ LONGMEAD CROSSING,No,No,No,No,No,No,No,MD,1997.0,ACUR,2S,GREEN,Citation,13-401(h),No,ASIAN,F,MD,MD,A - Marked Patrol
05/02/2013,10:15:00,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,RANDOLPH RD./BLUHILL RD.,No,No,No,No,No,No,No,MD,1990.0,ACURA,INTEGRA,RED,Citation,13-409(b),No,WHITE,M,MD,XX,A - Marked Patrol
08/16/2013,21:55:00,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,ASPEN HILL AT GEORGIA,No,No,No,No,No,No,No,MD,1999.0,FORD,RANGER,BLUE,Citation,13-409(b),No,HISPANIC,M,MD,MD,A - Marked Patrol
11/09/2013,22:32:00,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,ROBEY RD/PALMER HOUSE WAY,No,No,No,No,No,No,No,MD,1995.0,TOYOTA,4RUNNER,TAN,Citation,16-112(c),No,BLACK,F,MD,MD,A - Marked Patrol
09/12/2013,09:44:00,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,GOOD HOPE RD/ WINDMILL LN,No,No,No,No,No,No,No,MD,2014.0,JEEP,4X4,BLACK,Citation,13-409(b),No,BLACK,F,MD,MD,A - Marked Patrol
08/22/2013,19:51:00,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,VEIRS MILL RD / UNIVERSITY BLVD W,No,No,No,No,No,No,No,MD,1998.0,MERCURY,GABLE,SILVER,Citation,13-401(h),No,BLACK,M,MD,IA,A - Marked Patrol
10/28/2013,15:21:00,"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,CONNECTICUT AVE @ MANOR RD,No,No,No,No,No,No,No,MD,2011.0,NISSAN,ALTIMA,BLUE,Citation,13-401(h),No,BLACK,F,MD,MD,A - Marked Patrol
05/24/2013,15:17:00,"4th district, Wheaton",OPERATOR NOT RESTRAINED BY SEATBELT,WELLER RD @ BUSHEY DR,No,No,No,No,No,No,No,MD,1999.0,JEEP,TRK,GREEN,Citation,22-412.3(b),No,HISPANIC,M,MD,MD,A - Marked Patrol
08/01/2013,12:18:00,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,RUSSELL AVE / CHRISTOPHER AVE,No,No,No,No,No,No,No,MD,2010.0,HYUNDAI,ELANTRA,RED,Citation,13-411(d),No,WHITE,F,MD,MD,A - Marked Patrol
09/01/2013,15:19:00,"4th district, Wheaton",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,GEORGIA  AVE/WINDHAM LANE,No,Yes,No,No,No,No,No,DC,2005.0,FORD,CROWN VIC,BLACK,Citation,21-801(b),Yes,BLACK,M,DC,DC,A - Marked Patrol
07/12/2013,19:23:00,"6th district, Gaithersburg / Montgomery Village",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE,DARNESTOWN RD & ALDERWOOD DRIVE,No,No,No,No,No,No,No,MD,2007.0,CHEVY,2500,TAN,Citation,21-801.1,No,WHITE,M,MD,MD,Q - Marked Laser
07/05/2013,02:22:00,"5th district, Germantown",DRIVING WHILE IMPAIRED BY ALCOHOL,OBSERVATION DR@BOLAND FARM RD,No,No,No,No,No,No,No,MD,2003.0,TOYOTA,2D,WHITE,Citation,21-902(b1),No,WHITE,M,MD,MD,A - Marked Patrol
07/29/2013,10:53:00,"3rd district, Silver Spring",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,KERWIN AND UNIVERSITY BLVD,No,No,No,No,No,No,No,WA,2001.0,TOYOTA,SEQUUIA,GOLD,Citation,13-409(b),No,OTHER,M,MD,WA,A - Marked Patrol
02/22/2013,11:20:00,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,FLOWER/CARROLL,No,No,No,No,No,No,No,MD,2009.0,NISS,VERSA,BLACK,Citation,13-401(h),No,BLACK,F,MD,MD,A - Marked Patrol
01/11/2014,03:19:00,"2nd district, Bethesda",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,NB CONNECTICUT AVE/ I-495,No,No,No,Yes,No,No,No,MD,2003.0,MERCEDES,4S,GRAY,Citation,21-801(b),No,ASIAN,M,MD,MD,A - Marked Patrol
05/12/2013,23:55:00,"1st district, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,TOWER OAKS BLVD/I 270 NB RAMP,No,No,No,No,No,No,No,VA,1999.0,HONDA,ACCORD,GREEN,Citation,13-409(b),No,BLACK,F,VA,VA,A - Marked Patrol
01/16/2014,11:00:00,"5th district, Germantown",OPERATOR NOT RESTRAINED BY SEATBELT,27/OBSERVATION,No,No,No,No,No,No,No,MD,1996.0,CHEVY,TAHOE,BLACK,Citation,22-412.3(b),No,HISPANIC,M,MD,MD,A - Marked Patrol
01/08/2014,02:45:00,"5th district, Germantown",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,124/BANK,No,No,No,No,No,No,No,DC,2002.0,SAAB,4S,GOLD,Citation,21-902(a1),No,BLACK,M,DC,DC,A - Marked Patrol
08/05/2014,18:48:00,"1st district, Rockville",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,SHADY GROVE RD @ FREDERICK RD,No,No,No,No,No,No,No,MD,2006.0,HOND,CIVIC  4S,SILVER,Citation,13-411(f),No,ASIAN,M,MD,MD,A - Marked Patrol
07/01/2013,00:12:00,"2nd district, Bethesda",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,UNIVERSITY BLVD / DRUMM AVE,No,No,No,No,No,No,No,MD,2007.0,FORD,CV,BLUE,Citation,16-303(c),No,BLACK,M,MD,MD,A - Marked Patrol
08/08/2013,23:46:00,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,29 NB EXIT RAMP AT BRIGGS CHANEY RD,No,No,No,No,No,No,No,MD,2007.0,CHEVY,IMPALA,TAN,Citation,16-303(c),No,BLACK,M,MD,MD,A - Marked Patrol
07/01/2014,13:06:00,"6th district, Gaithersburg / Montgomery Village",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,WATKINS MILL RD/ STEDWICK RD,No,No,No,No,No,No,No,MD,2006.0,BMW,325I,BLACK,Citation,13-401(b1),No,BLACK,M,MD,MD,A - Marked Patrol
05/19/2013,02:53:00,"6th district, Gaithersburg / Montgomery Village",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,N/B GOSHEN/ CENTERWAY,No,No,No,No,No,No,No,MD,2002.0,TOYT,4D,SILVER,Citation,21-204(d),No,HISPANIC,M,MD,MD,A - Marked Patrol
05/27/2013,14:33:00,"3rd district, Silver Spring",VEH. DRIVER GIVING FALSE AND FICTITIOUS NAME TO UNIFORMED POLICE,11300 BLK LOCKWOOD DR,No,No,No,No,No,No,No,MD,1999.0,CHEV,MALIBU,WHITE,Citation,16-112(e),No,BLACK,M,MD,MD,A - Marked Patrol
09/09/2013,19:24:00,"3rd district, Silver Spring",OPERATOR NOT RESTRAINED BY SEATBELT,11146 NEW HAMPSHIRE AVE,No,No,No,No,Yes,No,No,MD,1996.0,CHEV,4S,PURPLE,Citation,22-412.3(b),No,BLACK,M,MD,MD,A - Marked Patrol
07/22/2013,10:29:00,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,GEORGIA AVE @ RANDOLPH RD,No,No,No,No,No,No,No,MD,2002.0,BUICK,CENTURY,BLUE,Citation,13-409(b),No,BLACK,M,MD,MD,A - Marked Patrol
11/28/2013,00:18:00,"2nd district, Bethesda",DRIVING WHILE IMPAIRED BY ALCOHOL,OLD GEORGETOWN RD/DEL REY AVE,No,No,No,No,No,No,No,MD,2004.0,ACURA,RSX,RED,Citation,21-902(b1),No,WHITE,M,MD,MD,A - Marked Patrol
04/28/2014,13:52:00,"4th district, Wheaton",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,GEORGIA AVE @ EMORY CHURCH,No,No,No,No,No,No,No,MD,2014.0,HONDA,ACCORD,WHITE,Citation,21-402(a),No,WHITE,M,MD,MD,A - Marked Patrol
06/20/2013,09:01:00,"6th district, Gaithersburg / Montgomery Village",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,QUINCE ORCHARD RD @ W DIAMOND,No,No,No,No,No,No,No,MD,2000.0,FORD,TK,RED,Citation,16-101(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
05/17/2013,02:52:00,"5th district, Germantown",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,S/B GERMANTOWN RD @ CLOPPER RD,No,No,No,No,No,No,No,VA,2007.0,MITSUBISHI,GALANT,GRAY,Citation,21-204(d),No,BLACK,M,FL,FL,A - Marked Patrol
09/06/2013,15:54:00,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,SEVEN LOCKS/GOYA,No,No,No,No,No,No,No,MD,1999.0,SAAB,93,BLUE,Citation,13-401(h),No,WHITE,M,MD,MD,A - Marked Patrol
02/22/2014,09:22:00,"4th district, Wheaton",DRIVER FAILING TO STOP AT RED SIGNAL BEFORE LEFT TURN,WINDHAM LN/GEORGIA AVE,No,No,No,No,No,No,No,MD,2011.0,JEEP,4 DOOR,BLACK,Citation,21-202(i2),No,HISPANIC,M,MD,MD,A - Marked Patrol
04/29/2013,23:20:00,"3rd district, Silver Spring",FAILURE VEH. TO YIELD INTERSECTION RIGHT-OF-WAY TO ANOTHER VEH.,16TH ST. @ COLESVILLE RD,No,No,No,No,No,No,No,MD,2006.0,HONDA,ACCORD,BLACK,Citation,21-401,No,BLACK,F,MD,MD,A - Marked Patrol
10/26/2013,16:45:00,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 68 MPH IN A POSTED 45 MPH ZONE,CONNECTICUT AVE AT DEAN RD,No,No,No,No,No,No,No,MD,1997.0,HONDA,CIVIC,BLUE,Citation,21-801.1,No,HISPANIC,M,MD,MD,A - Marked Patrol
04/12/2013,03:15:00,"3rd district, Silver Spring",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,OLD COLUMBIA PIKE @ FAIRLAND RD,No,No,No,No,No,No,No,MD,2006.0,LEXUS,GS300,GRAY,Citation,21-204(d),No,BLACK,M,MD,MD,A - Marked Patrol
05/26/2013,19:48:00,"3rd district, Silver Spring",OCCUPANT UNDER 16 NOT RESTRAINED BY SEATBELT,OAKVIEW RD AT NEW HAMPSHIRE AVE,No,No,No,No,No,No,No,MD,2005.0,FORD,F150,RED,Citation,22-412.3(b),No,HISPANIC,F,MD,MD,A - Marked Patrol
07/03/2013,17:56:00,"3rd district, Silver Spring",DRIVING VEH IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HWY,WAYNE AVE/ DALE,No,No,No,No,No,No,No,MD,2008.0,CADI,TK,GOLD,Citation,21-801(a),No,BLACK,M,MD,MD,A - Marked Patrol
