SubAgency,Description,Location,Belts,Personal Injury,Property Damage,CommercialLicense,CommercialVehicle,Alcohol,State,Make,Model,Color,ViolationType,Charge,ContributedToAccident,Race,Gender,Driver State,DL State,ArrestType
"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,FREDERICK RD/COLLEGE PKWY,No,No,No,No,No,No,VA,CHEVROLET,CAMARO,BLACK,Warning,21-801.1,No,HISPANIC,M,MD,MD,Q - Marked Laser
"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 40 MPH IN A POSTED 30 MPH ZONE,RT 198 / SANTINI RD,No,No,No,No,No,No,MD,HONDA,4S,BLUE,Citation,21-801.1,No,OTHER,F,MD,MD,Q - Marked Laser
"1st district, Rockville",DRIVING ON HWY. WITH OBSTRUCTED WINDSHIELD VIEW,FREDERICK RD @ WATKINS POND BLVD,No,No,No,No,No,No,MD,MITS,ECLIPSE,RED,Warning,21-1104(c),No,HISPANIC,F,MD,MD,A - Marked Patrol
"2nd district, Bethesda",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,MONTGOMERY AVE/WISCONSIN AVE,No,No,No,No,No,No,MD,TOYOTA,4DR,GRAY,Citation,21-1124.2(d2),No,HISPANIC,F,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,SB 29 AT HASTINGS DR,No,No,No,No,No,No,DC,MERCEDES,E320,WHITE,Citation,21-201(a1),No,WHITE,F,DC,TX,A - Marked Patrol
"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 45 MPH,CONECCTICUT AVE @ DEAN RD,No,No,No,No,No,No,MD,TOYOTA,TK,SILVER,Warning,21-801.1,No,BLACK,F,MD,MD,O - Foot Patrol
"2nd district, Bethesda",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,ROSEMARY CIR / ROSEMARY ST,No,No,No,No,No,No,DC,HOND,ODYSSEY,SILVER,Warning,13-409(b),No,WHITE,M,DC,DC,A - Marked Patrol
"4th district, Wheaton",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,GEORGIA AVE @ PRICE,No,No,No,No,No,No,MD,HOND,2S,BLACK,Citation,21-1124.2(d2),No,WHITE,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",DRIVER CHANGING LANES WHEN UNSAFE,CONNECTICUT AVE/ASPEN HILL RD,No,No,No,No,No,No,MD,HONDA,CIVIC,GRAY,Warning,21-309(b),No,WHITE,F,MD,MD,A - Marked Patrol
"1st district, Rockville","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",FISHER AVE/MILFORD MILL RD,No,No,No,Yes,No,No,MD,FORD,F250,TAN,Warning,16-303(h),No,WHITE,M,MD,MD,A - Marked Patrol
"5th district, Germantown",POSSESSING SUSPENDED LIC.,RIDGE RD & SKYLARK RD,No,No,No,No,Yes,No,MD,SUZU,VIARA,GREEN,Citation,16-301(j),No,ASIAN,M,MD,MD,Q - Marked Laser
"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,RAMP FROM N/B RT 355 TO E/B RANDOLPH RD,No,No,No,No,No,No,MD,TOYOTA,RAV4  SUV,RED,Citation,21-201(a1),No,HISPANIC,M,TX,TX,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",EXCEEDING MAXIMUM SPEED: 64 MPH IN A POSTED 55 MPH ZONE,IS 370 WB/ IS 270,Yes,No,No,No,No,No,MD,BMW,330I,GRAY,Citation,21-801.1,No,OTHER,F,MD,MD,Q - Marked Laser
"2nd district, Bethesda",FAILURE TO DISPLAY TAB ON PLATES OF VEH. AS REQUIRED BY ADM.,BEECH AVE / LINDEN AVE,No,No,No,No,No,No,MD,TOYT,4S,TAN,Warning,13-410(e2),No,BLACK,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,GEORGIA AVE/BLAIR MILL RD,No,No,No,No,No,No,DC,MERCEDES,SL500,RED,Warning,22-204(f),No,BLACK,F,DC,DC,A - Marked Patrol
"5th district, Germantown",FAILURE OF VEH. DRIVER IN ACCIDENT TO LOCATE AND NOTIFY OWNER OF UNATTENDED VEH.OF DAMAGE,26043 RIDGE ROAD,No,No,Yes,Yes,No,No,MD,FORD,E450,WHITE,Citation,20-105(b),No,WHITE,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,WAYNE AVENUE / DALE DRIVE,No,No,No,No,No,No,DC,HONDA,CIVIC,BLUE,Warning,21-204(b),No,BLACK,F,DC,DC,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",POSSESSING SUSPENDED LIC.,N/B RT. 355 AT WATKINS MILL RD.,No,No,No,No,No,No,MD,INFINITY,SKYLINE,GRAY,Citation,16-301(j),No,BLACK,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",DRIVER FAILURE TO STOP AT STOP SIGN LINE,BAUER DR AT MARIANNA DR,No,No,No,No,No,No,MD,NISSAN,PATHFINDER,SILVER,Warning,21-707(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,NORBECK RD / FIRESTONE DR,No,No,No,No,No,No,MD,TOYOTA,PRIUS,WHITE,Warning,16-112(c),No,ASIAN,F,MD,MD,A - Marked Patrol
"4th district, Wheaton",FAILURE OF DRIVER TO DRIVE TO CURB UPON SIGNAL BY POLICE VEH.,VEIRS MILL RD @ PENDLETON DR,No,No,No,No,No,No,MD,HONDA,CIVIC,"BLUE, DARK",Citation,21-405(b),No,HISPANIC,M,MD,MD,A - Marked Patrol
"1st district, Rockville",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,FALLS RD/KERSEY LN,No,No,Yes,No,No,No,MD,NISSAN,MURANO,BLACK,Citation,21-402(a),No,WHITE,M,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,538 N FREDERICK AVE,No,No,No,No,No,No,MD,FORD,EXP,WHITE,Citation,16-112(c),No,WHITE,F,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,FAIRLAND @ OLD COLUMBIA,No,No,No,No,No,No,MD,TOYOTA,CAMRY,GOLD,Warning,21-204(b),No,HISPANIC,M,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",EXCEEDING MAXIMUM SPEED: 60 MPH IN A POSTED 45 MPH ZONE,WOODFIELD RD S/B & POMPANO TERR,No,No,No,Yes,No,No,MD,NISS,FRONTIER PU TK,BLACK,Citation,21-801.1,No,WHITE,M,MD,MD,Q - Marked Laser
"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE,EB RANDOLPH RD PRIOR TO RT 650 LA 3,No,No,No,No,No,No,MD,BMW,4S,GRAY,Citation,21-801.1,No,ASIAN,M,MD,MD,Q - Marked Laser
"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 64 MPH IN A POSTED 55 MPH ZONE,NB 270 @ MONTROSE,No,No,No,No,No,No,MD,SUBARU,IMPREZA,SILVER,Citation,21-801.1,No,WHITE,M,MD,MD,Q - Marked Laser
"1st district, Rockville",EXCEEDING MAXIMUM SPEED: 45 MPH IN A POSTED 30 MPH ZONE,ROCKVILLE PIKE @ DODGE ST,Yes,No,No,No,No,No,MD,ACUR,TK,WHITE,Citation,21-801.1,No,OTHER,F,MD,MD,I - Marked Moving Radar (Moving)
"5th district, Germantown",DRIVING MOTOR VEH. WHILE LIC. SUSPENDED UNDER 27-103,10904 BETHESDA CHURCH RD,No,No,No,No,No,Yes,MD,JEEP,CHEROKEE,BLACK,Citation,16-303(h),No,WHITE,F,MD,MD,Q - Marked Laser
"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,WOODFIELD RD @ FLOWER HILL WAY,No,No,No,No,No,No,MD,HONDA,ACCORD 2S,GRAY,Citation,21-201(a1),No,WHITE,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,EB MD 200 AT NEEDWOOD ROAD,No,No,No,No,No,No,MD,VOLKSWAGEN,PASSAT,"BLUE, DARK",Citation,16-303(c),No,WHITE,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,GEORGIA AVE/UNIVERSITY BLVD,No,No,No,No,No,No,VA,CEVROLET,SUBURBAN,BLACK,Warning,21-202(h1),No,BLACK,M,WV,WV,A - Marked Patrol
"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,GEORGIA AVE / EAST WEST HIGHWAY,Yes,No,No,No,No,No,DC,TOYOTA,RAV4,RED,Warning,21-201(a1),No,BLACK,M,VA,VA,A - Marked Patrol
"5th district, Germantown",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,LITTLE SENNECA PKWY @ GREY SQUIRREL,No,No,No,No,No,No,MD,ACUR,2S,GRAY,Citation,21-801.1,No,WHITE,M,MD,MD,A - Marked Patrol
"5th district, Germantown",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,QUINCE ORCHARD RD @ BANK ST,No,No,No,No,No,No,MD,CHEV,CAVALIER,WHITE,Citation,21-902(a1),No,WHITE,M,MD,MD,B - Unmarked Patrol
"2nd district, Bethesda",EXCEEDING MAXIMUM SPEED: 44 MPH IN A POSTED 35 MPH ZONE,EAST-WEST/DONNYBROOK,No,No,No,No,No,No,DC,HYUNDAI,ELANTRA,SILVER,Citation,21-801.1,No,WHITE,F,MD,MD,A - Marked Patrol
"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,WHITES FERRY RD /MORROW RD,No,No,No,No,No,No,MD,NISS,ROGUE,"BLUE, DARK",Warning,21-801.1,No,WHITE,F,MD,MD,A - Marked Patrol
"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,NB CONNECTICUT AVE / NEWLANDS ST,No,No,No,No,Yes,No,MD,ISUZ,TK,WHITE,Citation,21-201(a1),No,BLACK,M,MD,MD,A - Marked Patrol
"5th district, Germantown",FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM COVERS,FATHER HURLEY BLVD @ CRYSTAL ROCK DRIVE,No,No,No,No,No,No,MD,ACUR,4S,GRAY,Citation,13-411(c1),No,WHITE,M,MD,MD,A - Marked Patrol
"5th district, Germantown","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",MIDDLEBROOK RD @ I 270,No,No,No,No,No,No,MD,DODGE,STRATUS,SILVER,Citation,16-303(h),No,BLACK,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",OPERATOR NOT RESTRAINED BY SEATBELT,GEORGIA  AVE @ ENNALLS AVE,No,No,No,No,No,No,MD,MITS,LANCER,BLUE,Citation,22-412.3(b),No,HISPANIC,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",FAILURE TO RETURN TO & REMAIN AT SCENE OF ACCIDENTINVOLVING ATTENDED VEH. DAMAGE,VEIRS MILL RD EB / SAMPSON RD,No,No,Yes,No,No,No,MD,FORD,F250,WHITE,Citation,20-103(b),Yes,HISPANIC,M,MD,MD,A - Marked Patrol
"4th district, Wheaton","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",NEWPORT MILL RD/ VEIRS MILL RD,Yes,No,No,No,No,No,MD,HONDA,CRV,BLACK,Warning,22-201.1,No,HISPANIC,F,MD,MD,A - Marked Patrol
"4th district, Wheaton",DRIVER MAKING PROHIBITED U-TURN ON CREST OF GRADE,RANDOLPH / COLIE,No,No,No,No,No,No,MD,NISSAN,SENTRA,SILVER,Warning,21-602(b),No,HISPANIC,M,MD,MD,A - Marked Patrol
Headquarters and Special Operations,OPERATOR NOT RESTRAINED BY SEATBELT,FLOWER AVE @ HOUSTON AVE,No,No,No,No,No,No,MD,HONDA,CIVIC,WHITE,Citation,22-412.3(b),No,HISPANIC,M,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,ODENHAL AVE @ RUSSELL AVE,No,No,No,No,No,No,MD,HYUNDAI,TUCSON,BLACK,Citation,21-801.1,No,BLACK,M,NY,NY,E - Marked Stationary Radar
"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,WHITES FERRY RD S/B MORROW,No,No,No,Yes,No,No,MD,CHEV,TK,RED,Warning,21-801.1,No,BLACK,M,MD,MD,Q - Marked Laser
"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,KENSINGTON BLVD @ FENIMORE,No,No,No,No,No,No,MD,MITS,GALANT,COPPER,Warning,21-201(a1),No,HISPANIC,M,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT,MONTGOMERY VILLAGE AVE/WALKERS CHOICE RD,No,No,No,No,No,No,MD,PONTIAC,G6,SILVER,Warning,23-104,No,BLACK,M,MD,MD,A - Marked Patrol
"5th district, Germantown","DRIVING VEH. ON HWY. WITH CANCELLED, SUSPENDED, REVOKED REG.",RT. 27@ HAWKS RD,No,No,No,No,No,No,MD,CHEV,EXPRESS,WHITE,Warning,13-702(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,RT 118 @ DAWSON FARM,No,No,No,No,No,No,MD,MITSU,OUTLANDER,WHITE,Warning,21-801.1,No,BLACK,M,MD,MD,Q - Marked Laser
"3rd district, Silver Spring",OWNER FAILURE TO SURENDER REG. EVIDENCES WITHIN 48 HOURS AFTER NOTICE OF SUSPENSION,11800 BLK NEW HAMPSHIRE AVENUE,No,No,No,No,No,No,MD,TOYT,4S,GREEN,Citation,17-106(d),No,BLACK,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,FENTON ST/WAYNE AVE,No,No,No,No,No,No,MD,MAZDA,4S,BLACK,Warning,21-201(a1),No,BLACK,F,MD,MD,A - Marked Patrol
"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,CONNECTICUT AVE @ DEAN ROAD,No,No,No,No,No,No,MD,TOYOTA,COROLLA,SILVER,Citation,16-303(d),No,WHITE,M,MD,MD,A - Marked Patrol
"2nd district, Bethesda",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,NB CONNECTICUT AVE @ DENFELD AVE,No,No,No,No,No,No,MD,HONDA,CIVIC,BLACK,Warning,22-226(a),No,BLACK,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,COLESVILLE RD/WAYNE AVENUE,No,No,No,No,No,No,MD,TOYT,TK,BLACK,Citation,21-201(a1),No,BLACK,F,MD,MD,A - Marked Patrol
"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 45 MPH,FATHER HURLEY @ OBSERVATION,No,No,No,No,No,No,MD,TOYT,TK,SILVER,Warning,21-801.1,No,BLACK,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,N/B GEORGIA AVE @ INTERNATIONAL DR,No,No,No,No,No,No,VA,TOYOTA,COROLLA,RED,Warning,16-112(c),No,WHITE,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,OLNEY SANDY SPRING RD/NORWOOD RD,No,No,No,No,No,No,MD,FORD,TK,BLACK,Citation,21-301(a),No,WHITE,M,MD,MD,A - Marked Patrol
"2nd district, Bethesda",FAILURE TO STOP AT STOP SIGN,SCHUYLKILL RD & ROCKING HORSE DR,No,No,No,No,No,No,FL,TOYOTA,COROLLA,SILVER,Warning,21-707(a),No,WHITE,F,FL,FL,A - Marked Patrol
"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,FATHER HURLEY/HARVEST GLEN WAY,No,No,No,No,No,No,MD,BMW,320I,BLACK,Warning,21-801.1,No,WHITE,M,MD,MD,E - Marked Stationary Radar
"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED OUT-OF-STATE LICENSE,EAST AVE/ UNIVERSITY BLV W,Yes,Yes,No,No,No,No,MD,SUBARU,FORESTER,RED,Citation,16-303(g),Yes,WHITE,M,MD,MD,A - Marked Patrol
"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,LINDEN AVE / BEECH AVE,No,No,No,No,No,No,MD,VOLVO,S60 T5,RED,Citation,21-201(a1),No,WHITE,F,MD,MD,A - Marked Patrol
Headquarters and Special Operations,DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,HINES/GEORGIA,No,No,No,No,No,No,MD,NISSAN,MAXIMA,GRAY,Warning,21-202(i1),No,BLACK,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",DRIVING ON HWY. WITH OBSTRUCTED WINDSHIELD VIEW,AMHERST AVE/PRICHARD RD,No,No,No,No,No,No,MD,FORD,FOCUS,GRAY,Warning,21-1104(c),No,WHITE,M,MD,MD,A - Marked Patrol
"1st district, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,TWINBROOK PKWY AT ROCKVILLE PIKE,No,No,No,No,No,No,MD,CHEV,4S,GOLD,Warning,21-201(a1),No,WHITE,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",OWNER FAILURE TO MAINTAIN REQUIRED SECURITY FOR VEH. DURING REG. PERIOD,UNIVERSITY BLVD E AT PINEY BRANCH,No,No,No,No,No,No,MD,TOYOTA,COROLLA,BLACK,Warning,17-104,No,HISPANIC,M,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER  17-106, 26-204, 26-206, 27-103",NB MD 355/ E. DEER PARK,No,No,No,No,No,No,MD,INFINITI,4S,BLACK,Citation,16-303(h),No,WHITE,F,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,CHRISTOPHER/RUSSELL,No,No,No,No,No,No,MD,HONDA,PRELUDE,SILVER,Warning,13-409(b),No,HISPANIC,M,MD,MD,B - Unmarked Patrol
"3rd district, Silver Spring",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,ARLISS AVE @ EB FLOWER AVE,No,No,No,No,No,No,XX,SUZUKI,GX600,GRAY,Citation,16-101(a),No,ASIAN,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVING WITHOUT REQUIRED LICENSE AND AUTHORIZATION,GEORGIA AVE/WAYNE AVE,No,No,No,No,No,No,MD,TOTY,COROLLA,TAN,Citation,16-101(a),No,HISPANIC,M,MD,VA,A - Marked Patrol
"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,VEIRS MILL RD / UNIVERSITY BLV W,No,No,No,No,No,No,VA,HOND,ODYSSEY,"GREEN, DK",Warning,21-201(a1),No,WHITE,M,VA,VA,A - Marked Patrol
"1st district, Rockville",DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT,E.GUDE DR / 355,No,No,No,No,No,No,MD,ITSUBISHI,2D,RED,Warning,23-104,No,BLACK,M,MD,MD,A - Marked Patrol
"2nd district, Bethesda",OPERATOR NOT RESTRAINED BY SEATBELT,13701 CONNECTICUT AVE,No,No,No,No,No,No,MD,TOYOTA,CAMRY,SILVER,Warning,22-412.3(b),No,BLACK,M,MD,VA,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,N. SUMMIT AVE/GIRARD ST,No,No,No,No,No,No,MD,INFINITI,G35,SILVER,Warning,13-411(f),No,WHITE,F,MD,MD,A - Marked Patrol
"4th district, Wheaton",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,VEIRS MILL RD @ CLARIDGE RD,No,No,No,No,No,No,DC,NISSAN,SENTRA,BLACK,Warning,16-112(c),No,BLACK,F,MD,MD,A - Marked Patrol
"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,S/B 22000 BLK.  RT. 650,No,No,No,No,No,No,MD,HONDA,CIVIC,GRAY,Warning,21-801.1,No,WHITE,M,MD,MD,Q - Marked Laser
"5th district, Germantown","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",MIDDLEBROOK ROAD AND LOCBURY DR,No,No,No,No,No,No,MD,HYUNDAI,GENESIS,GRAY,Citation,16-303(h),No,WHITE,M,MD,MD,A - Marked Patrol
"1st district, Rockville",SUSP,370/OVER 355,No,No,No,No,No,No,MD,DODGE,VAN,GREEN,Warning,13-708(b),No,WHITE,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,RANDOLPH RD / GEORGIA AVE,No,No,No,No,No,No,MD,OLDS,4S,GRAY,Warning,22-226(a),No,HISPANIC,F,MD,MD,A - Marked Patrol
"2nd district, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH,NB 270 / MIDDLEBROOK RD,No,No,No,No,No,No,MD,FORD,VN,WHITE,Warning,21-801.1,No,HISPANIC,M,VA,VA,A - Marked Patrol
"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,7901 HAWKINS CREAMERY RD,No,No,No,No,No,No,MD,JEEP,SUV,SILVER,Warning,21-801.1,No,WHITE,F,MD,MD,G - Marked Moving Radar (Stationary)
"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,SB 29 / STEWART LN,No,No,No,No,No,No,MD,HYUN,4S,SILVER,Warning,21-201(a1),No,WHITE,M,MD,MD,A - Marked Patrol
"1st district, Rockville",DRIVER TURNING VEHICLE WITHOUT GIVING APPROPRIATE SIGNAL AS REQUIRED,RANDOLPH RD/DEWEY RD,No,No,No,No,No,No,MD,CHEVROLET,TAHOE,BLACK,Warning,21-604(c),No,BLACK,M,MD,MD,A - Marked Patrol
"5th district, Germantown",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE,RT 27 SB AT TRALEE,No,No,No,No,No,No,MD,DODG,TK,WHITE,Citation,21-801.1,No,WHITE,M,MD,MD,B - Unmarked Patrol
"5th district, Germantown",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,CRYSTAL ROCK DR @ WATERS LANDING DR,No,No,No,No,No,No,MD,HONDA,CIVIC,BLACK,Citation,16-112(c),No,HISPANIC,F,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,N/B 355 @ W. EDMONSTON,No,No,No,No,No,No,MD,VOLVO,S40 4S,RED,Citation,21-801(a),No,WHITE,M,MD,MD,A - Marked Patrol
"5th district, Germantown",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,FATHER HURLEY @ CRYSTAL ROCK DR.,No,No,No,No,No,No,MD,AUDI,A6,WHITE,Citation,16-303(c),No,WHITE,F,MD,MD,A - Marked Patrol
"1st district, Rockville",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,E/B DARNESTOWN RD. AT SENECA RD,No,No,No,No,No,No,MD,CHEV,C4500,WHITE,Warning,13-401(b1),No,HISPANIC,M,MD,MD,A - Marked Patrol
"5th district, Germantown",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,MATENY ROAD AND GREAT SENECA HWY,No,No,No,No,No,No,VA,LINCOLN,LS 4D,BLACK,Warning,13-409(b),No,BLACK,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 52 MPH IN A POSTED 35 MPH ZONE,RANDOLPH RD/DENLEY RD,No,No,No,No,No,No,VA,CHRYSLER,300,GRAY,Citation,21-801.1,No,BLACK,M,MD,MD,Q - Marked Laser
"6th district, Gaithersburg / Montgomery Village",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,MUDDY BRANCH RD @ WEST SIDE DR,No,No,No,No,No,No,MD,HOND,4S,BLUE,Warning,21-1124.2(d2),No,HISPANIC,M,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",DRIVING MOTOR VEH. WITH OBSTRUCTED WINDSHIELD,FIRSTFIELD @ QUINCE ORCHARD RD,No,No,No,No,No,No,MD,CADI,TK,WHITE,Citation,22-404(a),No,BLACK,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",HOLDER OF LEARNER'S PERMIT DRIVING WITH UN- AUTHORIZED PERSON OCCUPYING FRONT SEAT,PINEY BRANCH/ NEW HAMPSHIRE,No,No,No,No,No,No,AB,HONDA,CIVIC,SILVER,Citation,16-105(b2),No,HISPANIC,M,MD,MD,A - Marked Patrol
"1st district, Rockville",FAILURE TO CONTROL VEH. SPEED ON HWY. TO AVOID COLLISION,355 / REDLAND BLVD,No,Yes,No,No,No,No,MD,ACUR,MDX,GREEN,Citation,21-801(b),No,HISPANIC,F,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVER FAILURE TO STOP AT STOP SIGN LINE,WB 108/ SPARTAN RD,No,No,No,No,No,No,MD,HUMMER,H3,"GREEN, LGT",Citation,21-707(a),No,WHITE,M,MD,MD,A - Marked Patrol
